#500	10	-1.196783e+09	1.196783e+09	-2.243968e+09	2.243968e+09	-1.944772e+09	7.479894e+07	1.000000e+00
#0
1.989000e+30	[0.000000e+00,0.000000e+00,0.000000e+00]	[0.000000e+00,0.000000e+00,0.000000e+00]
3.302000e+23	[-3.626009e+07,3.415588e+07,6.118774e+06]	[-3.740745e+06,-2.892526e+06,1.071959e+05]
4.868500e+24	[9.394694e+07,-5.473897e+07,-6.170175e+06]	[1.505289e+06,2.601847e+06,-5.142501e+04]
5.972190e+24	[1.353683e+08,6.236351e+07,1.616180e+03]	[-1.117850e+06,2.327528e+06,7.163647e+01]
6.417100e+23	[-2.352941e+08,-6.306157e+07,4.467357e+06]	[6.205683e+05,-1.843341e+06,-5.387342e+04]
1.898130e+27	[8.263515e+05,7.665508e+08,-3.190819e+06]	[-1.144497e+06,5.372234e+04,2.540521e+04]
5.683400e+26	[3.630416e+08,-1.456174e+09,1.096073e+07]	[7.638587e+05,1.996900e+05,-3.390454e+04]
8.681300e+25	[2.428031e+08,-2.886982e+09,-1.386269e+07]	[5.810751e+05,2.206261e+04,-7.441137e+03]
1.024130e+26	[9.221904e+08,-4.424056e+09,6.985417e+07]	[4.559302e+05,9.851412e+04,-1.259070e+04]
2.223000e+03	[1.332682e+08,6.673036e+07,2.157030e+05]	[9.871029e+05,2.062627e+06,1.852919e+05]
#1
1.989000e+30	[3.731625e-04,1.978168e-03,-1.227909e-05]	[3.731625e-03,1.978168e-02,-1.227909e-04]
3.302000e+23	[-3.663378e+07,3.386626e+07,6.129428e+06]	[-3.736851e+06,-2.896194e+06,1.065388e+05]
4.868500e+24	[9.409738e+07,-5.447873e+07,-6.175311e+06]	[1.504319e+06,2.602413e+06,-5.136129e+04]
5.972190e+24	[1.352565e+08,6.259624e+07,1.623343e+03]	[-1.118393e+06,2.327278e+06,7.162979e+01]
6.417100e+23	[-2.352320e+08,-6.324590e+07,4.461970e+06]	[6.207844e+05,-1.843284e+06,-5.387753e+04]
1.898130e+27	[7.119017e+05,7.665562e+08,-3.188278e+06]	[-1.144498e+06,5.369975e+04,2.540531e+04]
5.683400e+26	[3.631179e+08,-1.456154e+09,1.095734e+07]	[7.638573e+05,1.996957e+05,-3.390458e+04]
8.681300e+25	[2.428612e+08,-2.886980e+09,-1.386343e+07]	[5.810750e+05,2.206419e+04,-7.441130e+03]
1.024130e+26	[9.222360e+08,-4.424046e+09,6.985291e+07]	[4.559301e+05,9.851476e+04,-1.259071e+04]
2.223000e+03	[1.333669e+08,6.693660e+07,2.342321e+05]	[9.865693e+05,2.062358e+06,1.852910e+05]
#2
1.989000e+30	[1.119068e-03,5.934622e-03,-3.687433e-05]	[7.459057e-03,3.956454e-02,-2.459524e-04]
3.302000e+23	[-3.700707e+07,3.357628e+07,6.140016e+06]	[-3.732934e+06,-2.899815e+06,1.058835e+05]
4.868500e+24	[9.424771e+07,-5.421843e+07,-6.180441e+06]	[1.503347e+06,2.602975e+06,-5.129751e+04]
5.972190e+24	[1.351446e+08,6.282894e+07,1.630505e+03]	[-1.118935e+06,2.327027e+06,7.162308e+01]
6.417100e+23	[-2.351699e+08,-6.343022e+07,4.456581e+06]	[6.210005e+05,-1.843225e+06,-5.388162e+04]
1.898130e+27	[5.974520e+05,7.665615e+08,-3.185738e+06]	[-1.144498e+06,5.367716e+04,2.540540e+04]
5.683400e+26	[3.631943e+08,-1.456134e+09,1.095395e+07]	[7.638559e+05,1.997014e+05,-3.390463e+04]
8.681300e+25	[2.429193e+08,-2.886978e+09,-1.386418e+07]	[5.810748e+05,2.206577e+04,-7.441122e+03]
1.024130e+26	[9.222816e+08,-4.424036e+09,6.985165e+07]	[4.559299e+05,9.851540e+04,-1.259072e+04]
2.223000e+03	[1.334655e+08,6.714281e+07,2.527611e+05]	[9.860371e+05,2.062089e+06,1.852900e+05]
#3
1.989000e+30	[2.237311e-03,1.186947e-02,-7.382492e-05]	[1.118243e-02,5.934852e-02,-3.695059e-04]
3.302000e+23	[-3.737997e+07,3.328594e+07,6.150539e+06]	[-3.728997e+06,-2.903387e+06,1.052302e+05]
4.868500e+24	[9.439795e+07,-5.395808e+07,-6.185565e+06]	[1.502374e+06,2.603535e+06,-5.123368e+04]
5.972190e+24	[1.350327e+08,6.306162e+07,1.637667e+03]	[-1.119477e+06,2.326775e+06,7.161634e+01]
6.417100e+23	[-2.351078e+08,-6.361454e+07,4.451193e+06]	[6.212166e+05,-1.843167e+06,-5.388572e+04]
1.898130e+27	[4.830022e+05,7.665669e+08,-3.183197e+06]	[-1.144498e+06,5.365456e+04,2.540549e+04]
5.683400e+26	[3.632707e+08,-1.456114e+09,1.095056e+07]	[7.638545e+05,1.997072e+05,-3.390467e+04]
8.681300e+25	[2.429774e+08,-2.886975e+09,-1.386492e+07]	[5.810747e+05,2.206734e+04,-7.441114e+03]
1.024130e+26	[9.223272e+08,-4.424026e+09,6.985040e+07]	[4.559298e+05,9.851604e+04,-1.259073e+04]
2.223000e+03	[1.335640e+08,6.734899e+07,2.712900e+05]	[9.855065e+05,2.061820e+06,1.852889e+05]
#4
1.989000e+30	[3.727500e-03,1.978283e-02,-1.231722e-04]	[1.490189e-02,7.913358e-02,-4.934725e-04]
3.302000e+23	[-3.775247e+07,3.299525e+07,6.160997e+06]	[-3.725039e+06,-2.906911e+06,1.045791e+05]
4.868500e+24	[9.454809e+07,-5.369767e+07,-6.190682e+06]	[1.501399e+06,2.604092e+06,-5.116981e+04]
5.972190e+24	[1.349207e+08,6.329427e+07,1.644828e+03]	[-1.120019e+06,2.326523e+06,7.160957e+01]
6.417100e+23	[-2.350456e+08,-6.379885e+07,4.445804e+06]	[6.214326e+05,-1.843109e+06,-5.388981e+04]
1.898130e+27	[3.685525e+05,7.665723e+08,-3.180656e+06]	[-1.144498e+06,5.363197e+04,2.540559e+04]
5.683400e+26	[3.633471e+08,-1.456094e+09,1.094717e+07]	[7.638530e+05,1.997129e+05,-3.390471e+04]
8.681300e+25	[2.430355e+08,-2.886973e+09,-1.386567e+07]	[5.810746e+05,2.206892e+04,-7.441107e+03]
1.024130e+26	[9.223728e+08,-4.424016e+09,6.984914e+07]	[4.559297e+05,9.851667e+04,-1.259074e+04]
2.223000e+03	[1.336625e+08,6.755514e+07,2.898187e+05]	[9.849774e+05,2.061551e+06,1.852877e+05]
#5
1.989000e+30	[5.589256e-03,2.967480e-02,-1.849594e-04]	[1.861756e-02,9.891967e-02,-6.178727e-04]
3.302000e+23	[-3.812458e+07,3.270421e+07,6.171390e+06]	[-3.721063e+06,-2.910386e+06,1.039302e+05]
4.868500e+24	[9.469813e+07,-5.343720e+07,-6.195792e+06]	[1.500423e+06,2.604647e+06,-5.110588e+04]
5.972190e+24	[1.348086e+08,6.352690e+07,1.651988e+03]	[-1.120560e+06,2.326269e+06,7.160277e+01]
6.417100e+23	[-2.349835e+08,-6.398316e+07,4.440415e+06]	[6.216486e+05,-1.843050e+06,-5.389389e+04]
1.898130e+27	[2.541027e+05,7.665776e+08,-3.178116e+06]	[-1.144498e+06,5.360938e+04,2.540568e+04]
5.683400e+26	[3.634235e+08,-1.456074e+09,1.094378e+07]	[7.638516e+05,1.997186e+05,-3.390476e+04]
8.681300e+25	[2.430936e+08,-2.886971e+09,-1.386641e+07]	[5.810744e+05,2.207050e+04,-7.441099e+03]
1.024130e+26	[9.224184e+08,-4.424007e+09,6.984788e+07]	[4.559295e+05,9.851731e+04,-1.259075e+04]
2.223000e+03	[1.337610e+08,6.776127e+07,3.083474e+05]	[9.844497e+05,2.061282e+06,1.852864e+05]
#6
